label,Hf ,Th ,U ,Y ,Ti ,Nb,Ta,La,Ce ,Pr,Nd ,Sm ,Eu ,Gd ,Tb ,Dy ,Ho ,Er ,Tm ,Yb ,Lu ,REE,T (?),Th/U,Hf/Y,Yb/Dy,EuN/EuN*,Ce/Nd,CeN/CeN*,?FMQ,(EuN/EuN*)/Y
barren,9755,2248,2420,1720,11.7,5.95,,0.01,36.7,0.2,3.06,6,0.4,31.1,10.3,130,47,236,51,589,101,1240,797,0.93,6,4.5,0.1,12,55,3.94,0.000058
barren,11169,720,1373,1377,8,6.07,,0.01,23.6,0.08,1.57,4,0.4,20.6,7.4,94,37,193,44,547,99,1072,758,0.52,8,5.8,0.12,15,89,4.78,0.000087
barren,10259,1285,1523,2426,9.1,2.48,,0.03,23.5,0.39,5.8,10.1,0.8,48.4,15.3,188,69,336,71,821,140,1729,771,0.84,4,4.4,0.11,4,16,-1.24,0.000045
barren,11615,696,1344,1310,7,6.62,,0.01,23.9,0.07,1.22,3.2,0.2,18.7,6.7,89,35,185,42,522,94,1022,745,0.52,9,5.9,0.08,20,118,5.51,0.000061
barren,10526,882,1158,1783,7.8,2.41,,0,23,0.13,2.47,6.3,0.5,34.3,11,137,49,244,52,601,104,1265,756,0.76,6,4.4,0.11,9,55,2.95,0.000062
barren,11918,1256,2559,1894,8,15.39,,0.01,42.2,0.1,2.01,4.6,0.3,26.6,9.6,127,51,274,63,782,143,1525,759,0.49,6,6.2,0.08,21,111,5.65,0.000042
barren,8892,1928,1992,1808,12.6,5.01,1.01,0.03,33.1,0.21,3.58,6,0.5,33.7,10.8,136,50,244,52,599,103,1271,804,0.97,5,4.4,0.11,9,36,2.54,0.000061
barren,10786,1058,2026,1837,6.4,9.18,0.82,0,30.1,0.15,2.62,5.3,0.4,28.5,9.6,129,50,262,59,732,132,1442,737,0.52,6,5.7,0.09,11,54,2.37,0.000049
barren,11415,679,1314,1285,7.1,6.2,0.63,0,23.6,0.08,1.42,3.1,0.2,18.4,6.4,87,34,181,41,515,93,1004,747,0.52,9,5.9,0.09,17,85,4.31,0.00007
barren,10239,677,1327,1400,9.8,6.31,0.62,0.01,23.8,0.1,1.68,3.9,0.3,20.9,7.2,95,37,198,45,562,102,1098,778,0.51,7,5.9,0.1,14,76,4.69,0.000071
barren,11787,883,1667,1320,6.5,6.18,1.01,0.04,27.1,0.11,1.63,3.4,0.4,18,6.7,88,35,189,44,530,101,1045,739,0.53,9,6,0.14,17,82,3.97,0.000106
barren,10912,528,964,1064,6,3.51,0.7,0.01,15.8,0.07,1.2,2.9,0.3,15.3,5.5,72,28,148,34,415,79,818,732,0.55,10,5.7,0.12,13,74,3.38,0.000113
barren,10175,1136,1301,2291,7.3,2.5,1.03,0.06,20.9,0.3,4.78,8.3,1,42.4,14.2,180,66,319,68,784,138,1647,749,0.87,4,4.4,0.16,4,18,-1.49,0.00007
barren,9268,2104,2078,3957,6.9,3.91,1.12,0.08,33.3,0.68,9.35,16.2,1.8,84.1,26.6,322,115,551,116,1293,227,2797,744,1.01,2,4,0.15,4,14,-2.43,0.000038
barren,11176,418,1179,980,6.6,4.5,0.8,0.01,17.7,0.05,0.92,2.3,0.2,13,4.8,63,26,138,33,411,79,788,740,0.35,11,6.5,0.11,19,110,5.11,0.000112
barren,11095,605,1050,1285,5.9,3.22,1.08,0.03,18.6,0.09,1.99,3.9,0.4,19.8,6.9,89,35,183,41,501,93,995,730,0.58,9,5.6,0.13,9,42,1.23,0.000101
barren,10776,486,908,1064,5.8,3.23,1.2,0.12,18.1,0.09,1.19,2.5,0.2,14.9,5.5,72,29,152,35,422,78,831,728,0.54,10,5.9,0.12,15,74,3.32,0.000113
barren,10438,751,965,1409,8.7,2.34,1.35,0.03,17.9,0.19,2.38,4.8,0.5,25.4,8.5,106,40,197,43,508,93,1047,767,0.78,7,4.8,0.14,8,35,1.54,0.000099
barren,10921,274,700,752,6.9,3.26,0.66,0.02,12.1,0.04,0.65,1.3,0.2,9.6,3.5,48,20,109,26,328,63,621,744,0.39,15,6.8,0.16,19,87,4.32,0.000213
barren,12575,338,1026,815,6.4,3.34,0.71,0.01,15.1,0.03,0.73,1.7,0.2,10.3,3.8,53,22,117,28,353,67,672,738,0.33,15,6.6,0.13,21,110,5.04,0.000159
barren,12144,800,1347,1148,6.8,3.83,0.92,0,22.2,0.07,1.27,2.8,0.3,16.3,5.9,78,31,163,38,459,86,903,743,0.59,11,5.9,0.14,17,91,4.48,0.000122
barren,9983,667,1304,1660,5.7,5.37,1.9,0.22,17.7,0.2,2.42,4.7,0.4,23.8,8.4,112,45,243,57,691,129,1334,727,0.51,6,6.2,0.12,7,33,0.25,0.000072
barren,8932,2266,1588,2965,7.2,2.59,0.66,0.34,26.1,0.76,9.37,13.8,1.4,65.2,20.2,241,86,410,87,979,173,2114,748,1.43,3,4.1,0.14,3,10,-3.87,0.000047
barren,9471,361,602,818,6.3,1.45,,0.01,14,0.07,1.1,2.3,0.2,12.5,4.4,58,22,113,26,310,56,620,736,0.6,12,5.4,0.13,13,62,2.83,0.000159
barren,10735,439,782,929,8.1,2.37,,0.01,14.3,0.06,1.04,2.7,0.3,14.2,4.9,64,25,130,30,365,69,719,759,0.56,12,5.7,0.13,14,83,4.55,0.00014
barren,10229,1778,1439,2884,7.8,3.38,,0.07,24.3,0.34,5.17,9.7,1.3,58.5,18.9,228,83,397,82,922,162,1992,756,1.24,4,4,0.16,5,20,-0.8,0.000055
barren,9072,1212,1232,1541,7.2,2.93,,0.02,24.1,0.17,2.41,5.1,0.6,27,9.2,115,43,214,47,550,99,1137,748,0.98,6,4.8,0.16,10,49,2.3,0.000104
barren,8888,468,814,641,16.4,1.82,,0.18,9.6,0.13,1.72,2.6,0.3,12.3,3.8,47,17,86,18,218,37,453,832,0.58,14,4.6,0.15,6,20,0.91,0.000234
barren,8687,1355,1781,1915,12.6,2.53,,0.15,12.6,0.5,6.03,10.2,0.8,44.3,13.5,157,54,257,51,578,95,1281,804,0.76,5,3.7,0.11,2,8,-2.99,0.000057
barren,9183,239,499,476,13.3,1.39,,0.01,6.6,0.06,0.91,1.5,0.2,7.9,2.7,34,12,64,14,170,29,344,809,0.48,19,5,0.16,7,28,1.75,0.000336
barren,9285,989,1460,1309,12.5,3.78,,0.06,13.9,0.16,2.93,5.3,0.5,25.1,7.9,99,35,177,36,423,71,897,803,0.68,7,4.3,0.14,5,20,0.29,0.000107
barren,8016,2222,1979,1460,17.2,2.94,,0.08,17.3,0.22,3.21,5.5,0.8,26.3,8.5,107,39,197,40,473,79,996,838,1.12,5,4.4,0.19,5,21,1.35,0.00013
barren,9599,369,897,758,10.8,2.21,,0.02,8.6,0.14,1.81,3.3,0.3,14.3,4.6,56,20,100,21,257,44,532,788,0.41,13,4.6,0.13,5,20,-0.09,0.000172
barren,8490,583,959,1021,11.7,2.14,,0.02,10.2,0.16,2.54,4.1,0.5,19.3,6,75,27,137,29,344,59,714,797,0.61,8,4.6,0.17,4,15,-0.93,0.000167
barren,8466,1120,1566,1238,15.3,4.24,,0.27,15.8,0.39,3.9,5.7,0.5,25.1,7.8,97,33,168,35,406,68,865,825,0.72,7,4.2,0.12,4,14,-0.56,0.000097
barren,9174,500,1173,682,11.2,3.05,,0.02,10.9,0.08,1.13,2,0.3,10.8,3.5,45,17,91,20,245,42,489,792,0.43,13,5.4,0.19,10,40,2.59,0.000279
barren,8735,1658,3055,1915,10.5,12.63,,0.03,26.1,0.2,3.09,5.8,0.4,29.1,9.7,129,50,269,58,693,118,1390,785,0.54,5,5.4,0.09,8,37,2.17,0.000047
barren,8386,1211,1759,1660,14,4.92,,0.38,17.9,0.41,4.59,7,0.7,32.5,10,124,44,221,45,532,88,1127,815,0.69,5,4.3,0.13,4,14,-0.79,0.000078
barren,7966,590,996,988,12.8,2.59,,0.02,10.5,0.12,1.91,3.6,0.3,16.4,5.3,69,25,131,28,338,59,688,806,0.59,8,4.9,0.14,5,24,1.07,0.000142
barren,11057,1748,3423,2959,7.7,9.38,,0.01,28,0.12,2.27,4.6,0.4,26.1,8.2,138,46,307,55,989,125,1730,754,0.51,4,7.2,0.1,12,58,3.06,0.000034
barren,10208,3278,4713,4546,7.4,10.73,,0.04,37.3,0.29,4.5,8.3,0.6,42.9,13.6,225,72,468,81,1397,170,2520,750,0.7,2,6.2,0.1,8,35,1.14,0.000022
barren,10812,2771,3937,4559,6.9,6.2,,0.03,27.2,0.35,5.74,9.7,0.7,49,14.8,234,74,472,80,1382,166,2514,745,0.7,2,5.9,0.09,5,19,-1.44,0.00002
barren,10101,3633,4229,5862,7.1,5.13,,0.06,25.7,0.54,7.96,12.8,1,67.9,20.2,315,95,597,98,1656,199,3095,747,0.86,2,5.3,0.1,3,12,-3.02,0.000017
barren,11371,3380,4459,3103,8,8.09,,0.04,36.5,0.52,3.42,6.1,0.4,31.7,9.9,158,50,321,55,964,114,1750,758,0.76,4,6.1,0.09,11,44,2.18,0.000029
barren,9342,3757,4331,4802,9.9,7.31,,0.04,33.9,0.37,5.54,9.8,0.9,54.9,16.1,255,78,496,82,1394,166,2593,779,0.87,2,5.5,0.12,6,25,0.57,0.000025
barren,11520,4211,5837,6412,14.7,7.03,,0.37,37,1.13,11.75,16.5,1.2,69.3,20.8,332,104,659,112,1911,229,3504,821,0.72,2,5.8,0.11,3,10,-1.76,0.000017
barren,10959,2630,3825,3583,8.5,7.41,,0.03,34.6,0.27,3.98,7.1,0.5,38.8,11.8,186,58,372,64,1107,133,2016,764,0.69,3,6,0.1,9,36,1.55,0.000028
barren,9527,3770,4133,3182,10.3,6.22,,0.03,33.1,0.28,3.95,6.5,0.6,36.5,10.9,171,52,322,54,915,109,1715,784,0.91,3,5.3,0.12,8,32,1.63,0.000038
barren,10638,3986,4837,3596,9.6,9.13,,0.03,41.5,0.24,3.89,7,0.5,38.3,11.8,188,58,369,63,1081,129,1990,776,0.82,3,5.8,0.1,11,45,2.65,0.000028
barren,9892,3394,4198,3184,8.9,7.59,,0.02,34.4,0.24,3.51,6.3,0.5,33.1,10.4,166,51,328,56,968,116,1773,769,0.81,3,5.8,0.11,10,41,2.14,0.000035
barren,10807,3868,4644,3183,8.5,7.87,,0.02,36.8,0.21,3.39,6.5,0.5,34.8,10.4,165,52,327,55,964,114,1770,764,0.83,3,5.8,0.1,11,49,2.7,0.000031
barren,9710,4075,4946,4325,9.6,10.35,,0.03,46,0.33,4.84,9.1,0.7,48.4,14.6,225,70,441,75,1284,153,2372,776,0.82,2,5.7,0.1,9,42,2.39,0.000023
barren,10934,4456,5423,6296,6.9,5.85,,0.06,32.1,0.52,8.38,13.5,0.9,70.8,21.2,332,102,637,107,1837,216,3379,744,0.82,2,5.5,0.09,4,14,-2.44,0.000014
barren,9722,4737,5482,6411,9.3,9.87,,0.06,42,0.55,7.48,12.9,1.2,72.6,21.8,339,105,646,109,1835,217,3408,773,0.86,2,5.4,0.12,6,23,0.01,0.000019
barren,10168,3978,4688,5871,7.3,4.54,,0.05,27.7,0.57,8.28,13.6,1,67.6,20.2,311,96,599,99,1690,198,3132,750,0.85,2,5.4,0.1,3,13,-2.73,0.000017
barren,9709,2661,4293,4294,9.1,10.13,,0.02,33.8,0.26,3.95,7.7,0.6,40.5,12.8,208,67,447,78,1378,168,2447,771,0.62,2,6.6,0.11,9,39,2.04,0.000026
barren,10627,3107,3956,2815,8.6,6.11,,0.02,31.2,0.18,2.83,5.6,0.4,28.9,8.9,142,45,283,49,847,102,1546,765,0.79,4,5.9,0.1,11,51,2.87,0.000036
barren,8450,1327,1615,2850,9.9,1.64,,0.03,11.9,0.34,4.65,6.9,0.9,32.9,9.6,149,44,283,47,823,99,1513,779,0.82,3,5.5,0.19,3,9,-3.34,0.000067
barren,9065,1112,1810,2262,8.2,2.39,,0.42,12.8,0.25,2.77,4.4,0.6,22.2,6.8,111,34,228,40,727,91,1281,761,0.61,4,6.6,0.19,5,17,-1.36,0.000084
barren,10482,1699,2493,2016,6.3,4.12,,0.44,18.9,0.32,2.83,4,0.4,19.1,5.9,98,30,201,35,632,76,1124,736,0.68,5,6.4,0.14,7,22,-1.06,0.000069
barren,9661,1686,2228,3573,6.2,1.81,,0.15,14.8,0.45,5.76,9.1,0.9,40,11.9,186,56,359,60,1040,125,1909,734,0.76,3,5.6,0.15,3,9,-4.28,0.000042
barren,8939,813,1192,1507,8.5,1.54,,0.22,10.6,0.3,2.4,3.3,0.4,15.3,4.5,73,23,147,25,459,56,821,765,0.68,6,6.3,0.16,4,14,-1.92,0.000106
barren,10387,893,1611,1442,13.6,3.15,,0.42,13.9,0.42,2.94,3.7,0.3,14.9,4.5,70,22,144,25,457,56,816,812,0.55,7,6.5,0.13,5,14,-0.85,0.00009
barren,8278,4318,3767,5474,14.2,4.65,,0.66,30.4,1.07,12.16,17.9,2,77.5,21.2,309,89,539,87,1489,173,2848,817,1.15,2,4.8,0.16,3,9,-2.57,0.000029
barren,9668,1060,1885,1585,9.3,3.13,,0.06,11.6,0.16,2.11,3.4,0.3,16.4,5,79,25,160,27,486,59,875,773,0.56,6,6.1,0.11,5,20,-0.37,0.000069
barren,9457,672,1157,1463,10.9,2.29,,0.04,8.9,0.1,1.46,2.9,0.2,15.5,4.7,76,23,147,25,435,53,791,789,0.58,6,5.7,0.11,6,28,1.24,0.000075
barren,9897,546,1144,936,12.2,2.5,,0.52,8.7,0.06,0.76,1.4,0.1,8.5,2.8,45,14,95,17,303,37,535,801,0.48,11,6.7,0.1,12,51,3.74,0.000107
barren,10678,918,1663,2180,7,2.84,,0.1,11.9,0.17,2.58,4.8,0.4,23.9,7.2,114,35,224,38,655,80,1197,746,0.55,5,5.8,0.11,5,20,-1.13,0.00005
barren,8923,1142,1775,1710,12.9,2.91,,0.19,11.8,0.2,2.16,3.4,0.3,17.3,5.3,85,27,174,30,531,64,952,807,0.64,5,6.2,0.1,5,20,0.37,0.000058
barren,10479,959,1747,1485,8.9,2.92,,0.23,10.9,0.13,1.6,2.7,0.2,14.8,4.7,75,23,151,26,460,56,827,768,0.55,7,6.1,0.09,7,27,0.53,0.000061
barren,9188,839,1439,1378,18.2,2.81,,0.77,10.8,0.22,1.93,3,0.2,14.4,4.4,69,21,140,24,428,52,770,844,0.58,7,6.2,0.09,6,20,1.25,0.000065
barren,9483,1202,1720,2658,21.5,1.95,,0.66,11.5,0.46,5.35,8,0.6,34.2,9.7,146,44,269,44,755,86,1415,863,0.7,4,5.2,0.1,2,7,-2.03,0.000038
barren,8789,1813,2224,2766,28,3.59,,0.93,14.8,0.45,4.64,6.8,0.5,32.5,9.4,147,45,281,46,788,93,1471,895,0.82,3,5.3,0.11,3,11,0.01,0.00004
barren,10813,1573,3041,2722,6,4.47,,0.02,15.9,0.17,3.13,5.8,0.2,29.1,8.6,140,43,279,48,847,100,1520,731,0.52,4,6.1,0.05,5,22,-1.18,0.000018
barren,9590,1138,1666,1864,12.1,1.9,,0.02,10.5,0.17,2.62,4.6,0.4,22,6.3,97,29,187,31,533,65,989,800,0.68,5,5.5,0.12,4,16,-0.57,0.000064
barren,9373,1169,1588,1402,15.4,2.15,,0.16,10.4,0.14,1.8,2.9,0.3,14.3,4.5,70,22,140,24,416,51,757,826,0.74,7,5.9,0.13,6,22,1.15,0.000093
barren,9753,700,1238,1388,9,2.12,,0.01,8.9,0.08,1.25,2.5,0.2,13.9,4.4,68,22,141,24,435,54,776,770,0.57,7,6.4,0.1,7,34,1.45,0.000072
barren,10125,817,1523,1243,10.5,2.55,,0.01,9.6,0.07,1.25,2.3,0.2,12.4,3.7,61,19,126,22,382,47,686,785,0.54,8,6.3,0.1,8,33,1.75,0.00008
barren,11063,2192,2844,2528,19.8,13.49,,0.01,69.2,0.16,2.77,5.3,0.3,26,8,126,40,261,45,818,100,1503,853,0.77,4,6.5,0.09,25,111,7.9,0.000036
barren,6422,180,405,641,5.8,2.05,,0.02,5,0.08,1.25,1.8,0.2,10.1,3.4,46,16,82,16,203,31,416,728,0.45,10,4.4,0.14,4,14,-3.06,0.000218
barren,5981,1134,1374,3558,6.2,7.57,,0.17,22.6,1.17,15.58,20.9,1.8,85.7,25.3,300,96,456,86,974,142,2229,734,0.83,2,3.2,0.13,1,5,-7.02,0.000037
barren,8639,389,1022,1122,7.1,11.09,,0.09,18.5,0.12,1.73,3.2,0.3,17.3,6.2,83,28,142,28,328,47,704,747,0.38,8,4,0.1,11,46,2.01,0.000089
barren,6911,1344,1866,2367,8.3,13.38,,0.46,26.7,0.69,6.79,11,0.6,48.9,15.4,191,63,302,58,660,94,1477,762,0.72,3,3.4,0.07,4,15,-1.84,0.00003
barren,13024,654,2263,1254,0.9,37.98,,0.13,16.2,0.13,1.45,3.3,0.7,18.4,7,90,30,141,28,340,50,726,580,0.29,10,3.8,0.27,11,59,-2.32,0.000215
barren,8027,632,1269,1383,5.1,10.73,,0.04,21.7,0.13,2.18,4.1,0.2,21.7,7.6,101,35,175,35,409,60,871,716,0.5,6,4.1,0.07,10,44,1.02,0.000051
barren,9159,280,1820,888,1.3,14.97,,0.08,15.8,0.11,1.7,3.1,0.1,15,5.2,64,21,107,23,306,52,614,607,0.15,10,4.8,0.04,9,39,-2.93,0.000045
barren,9117,381,1970,559,1.3,14.26,,0.37,13.8,0.18,1.7,1.9,0.1,8.7,3,37,12,69,17,230,39,434,608,0.19,16,6.3,0.07,8,21,-5.1,0.000125
barren,8001,808,2617,1734,4.4,25.22,,0.66,32,0.53,5.03,6.8,0.4,32.8,10.8,134,45,221,44,528,76,1136,704,0.31,5,3.9,0.09,6,20,-2.31,0.000052
barren,8903,594,2210,1397,1.7,21.2,,0.22,25.9,0.35,4.51,6.8,0.1,28.2,9.1,111,35,167,34,409,61,892,629,0.27,6,3.7,0.02,6,20,-4.64,0.000014
barren,8087,634,1347,1201,4.8,10.59,,0.04,19.3,0.12,1.99,3.5,0.2,19,6.5,87,30,150,29,338,48,733,711,0.47,7,3.9,0.07,10,39,0.45,0.000058
barren,7723,1262,1937,1677,6.2,14.8,,0.78,30,0.33,3.12,5.1,0.5,28.1,9.6,127,43,213,42,490,72,1065,735,0.65,5,3.9,0.11,10,37,0.85,0.000066
barren,7688,632,1311,1218,6.6,9.65,,0.02,18.5,0.14,1.83,3.2,0.2,18.4,6.5,87,31,156,31,376,54,784,740,0.48,6,4.3,0.08,10,41,1.41,0.000066
barren,7532,433,1371,1406,4.4,6.91,,0.25,11.5,0.22,3.3,5.1,0.3,25.2,8.2,106,36,183,37,456,67,940,703,0.32,5,4.3,0.09,3,13,-4.08,0.000064
barren,9370,130,330,1148,6.1,3.61,,0,6.2,0.03,0.72,1.8,0.2,11.2,3.8,59,20,124,22,360,46,654,733,0.39,8,6.1,0.12,9,50,1.98,0.000105
barren,7966,70,175,893,18.9,2.03,,0.15,4.3,0.08,1.06,1.8,0.2,9.7,3.1,48,16,96,17,280,37,514,848,0.4,9,5.8,0.17,4,16,0.53,0.00019
barren,9194,179,363,1805,7.3,1.86,,0,5.8,0.05,1.07,3.4,0.3,20.8,6.8,103,33,193,34,513,63,977,749,0.49,5,5,0.11,5,40,1.53,0.000061
barren,8987,234,454,2223,7.8,1.9,,0.02,7.3,0.25,4.09,7.1,0.6,32.4,9.5,136,42,240,40,617,76,1212,756,0.52,4,4.5,0.12,2,7,-4.71,0.000054
barren,9139,242,460,2206,7.4,2,,0.01,7.7,0.17,2.97,5.9,0.5,29.8,9.1,133,41,237,40,609,75,1190,752,0.53,4,4.6,0.12,3,12,-2.95,0.000054
barren,8280,189,387,1878,10.1,2.16,,0.02,5.8,0.24,3.63,5.7,0.5,25,7.7,111,35,202,35,539,67,1036,781,0.49,4,4.9,0.12,2,6,-4.9,0.000064
barren,8688,182,333,1959,9.2,1.63,,0.01,5.8,0.14,2.72,5.5,0.5,27.7,8.5,120,37,207,35,528,65,1042,773,0.55,4,4.4,0.13,2,10,-3.06,0.000066
barren,9116,189,407,1674,8.3,2.15,,0.01,6.5,0.11,2.03,4.1,0.4,21.4,6.7,99,31,181,31,491,59,933,762,0.46,5,4.9,0.12,3,15,-1.8,0.000072
barren,9370,182,370,1798,6.5,1.98,,0,6,0.07,1.47,3.4,0.3,21.1,6.9,105,33,194,33,508,64,976,739,0.49,5,4.9,0.12,4,22,-1.01,0.000067
barren,8797,125,297,967,10.4,2.58,,0,5.6,0.04,0.93,2.1,0.2,10.3,3.5,53,17,104,18,293,38,547,785,0.42,9,5.5,0.14,6,31,1.48,0.000145
barren,9981,292,602,1582,5.4,7.15,,0.01,27,0.06,0.93,1.9,0.4,11.7,4.4,73,27,183,37,623,85,1074,721,0.49,6,8.5,0.29,29,134,5.35,0.000183
barren,9484,78,240,676,8.2,2.47,,0.04,4.7,0.04,0.51,1,0.1,5.8,2.2,34,12,74,14,226,29,403,760,0.33,14,6.6,0.14,9,40,1.85,0.000207
barren,9342,122,283,1190,7.9,3.01,,0,5.5,0.05,0.84,1.8,0.2,11.9,4.2,64,21,129,22,357,45,664,758,0.43,8,5.6,0.13,7,33,1.1,0.000109
barren,8042,90,268,1047,11.1,2.28,,0,4.3,0.08,1.28,2.3,0.3,11.4,3.7,56,18,112,21,334,46,611,791,0.34,8,6,0.17,3,14,-1.3,0.000162
barren,8606,100,236,912,10.7,2.18,,0.01,5,0.05,0.89,1.9,0.2,10.3,3.3,50,16,97,17,271,34,507,787,0.42,9,5.4,0.14,6,29,1.25,0.000153
barren,7622,118,261,1035,15.8,1.91,,0.01,5.3,0.09,1.36,2.4,0.3,12,3.8,58,18,110,19,307,40,577,828,0.45,7,5.3,0.16,4,16,0,0.000155
barren,9376,90,269,776,7.2,3.43,,0.01,5.2,0.03,0.54,1.2,0.1,6.6,2.4,39,13,86,16,255,33,458,748,0.34,12,6.6,0.08,10,49,2.29,0.000103
barren,8581,271,698,1299,8.6,4.36,,0.01,7.7,0.14,1.56,2.8,0.1,13.5,4.5,71,23,141,25,397,51,739,765,0.39,7,5.6,0.07,5,21,-0.52,0.000054
barren,7465,230,379,2259,14,2.31,,0.05,6.4,0.36,5.03,6.7,0.5,32.1,9.8,140,43,244,41,607,74,1210,815,0.61,3,4.3,0.1,1,4,-5.47,0.000044
barren,8489,252,446,2251,9.2,2.37,,0.01,6.8,0.23,4.02,6.6,0.4,31.3,9.7,141,43,243,41,614,74,1214,772,0.57,4,4.4,0.07,2,6,-4.75,0.000031
barren,7522,523,873,1565,13.5,4.19,,0.02,8.4,0.15,2.08,3.3,0.2,16.5,5.6,85,28,172,31,497,64,913,811,0.6,5,5.9,0.08,4,15,-0.56,0.000051
barren,8026,216,396,2036,11,2.17,,0.02,6,0.23,3.73,6,0.3,27,8.3,125,38,222,37,559,69,1102,790,0.54,4,4.5,0.08,2,6,-4.55,0.000039
barren,7629,111,286,1044,13.6,3.5,,0.02,5,0.06,1.07,2.1,0.2,10.8,3.5,57,18,116,21,339,44,617,812,0.39,7,6,0.1,5,21,0.67,0.000096
barren,7477,1613,1596,2612,13.5,9.24,,0.04,16,0.27,3.57,5.7,0.3,28.1,9.1,145,48,295,51,789,101,1493,812,1.01,3,5.5,0.07,4,17,-0.2,0.000027
barren,7142,1602,1571,1972,15.5,5.3,,0.03,10.8,0.2,2.92,4.6,0.3,21.9,7.1,110,36,224,40,631,81,1169,826,1.02,4,5.7,0.09,4,13,-0.65,0.000046
barren,7818,249,410,2239,11.5,2.32,,0.02,6.5,0.34,4.98,7.9,0.4,33.8,10.1,145,43,245,41,607,74,1220,795,0.61,3,4.2,0.08,1,5,-5.23,0.000036
barren,8324,142,350,920,10.1,3.08,,0,5.8,0.06,0.97,1.7,0.1,9,3.2,51,17,102,19,293,37,539,781,0.41,9,5.7,0.1,6,24,0.5,0.000109
barren,7443,217,495,1072,11.4,3.18,,0.01,6.3,0.09,1.33,2.1,0.2,11.9,3.9,60,19,120,21,338,43,628,793,0.44,7,5.6,0.09,5,17,-0.46,0.000084
barren,7762,208,443,1119,13.7,2.78,,0.02,6.1,0.1,1.58,2.4,0.2,12.2,4.1,63,20,126,22,361,46,666,813,0.47,7,5.7,0.09,4,14,-0.84,0.00008
barren,8599,286,702,1333,8.8,4.65,,0.01,8.2,0.11,1.73,2.8,0.1,14.8,4.8,77,25,153,27,439,57,811,768,0.41,6,5.7,0.07,5,18,-1.04,0.000053
barren,8943,260,494,2091,8.7,2.29,,0.01,6.9,0.25,3.66,6,0.3,27.9,8.7,131,41,240,40,616,75,1197,766,0.53,4,4.7,0.07,2,7,-4.46,0.000033
barren,7618,520,712,3445,13.5,4.58,,0.07,8.3,0.43,6.15,10.9,0.7,52,15.8,230,68,388,64,951,115,1912,811,0.73,2,4.1,0.09,1,6,-4.32,0.000026
barren,8875,124,322,776,9.4,2.9,,0,5.4,0.04,0.67,1.4,0.1,7.9,2.7,44,15,89,16,259,33,473,774,0.39,11,5.9,0.09,8,40,2.24,0.000116
barren,8834,199,372,1765,10.1,1.98,,0,5.9,0.14,2.45,5,0.3,24.9,7.7,114,35,201,34,514,62,1007,781,0.54,5,4.5,0.09,2,11,-2.35,0.000051
barren,9407,225,488,1128,7.2,4.14,,0.04,17.5,0.1,0.79,2,0.4,11.4,4.3,64,24,139,28,390,60,742,749,0.46,8,6.1,0.25,22,127,5.88,0.000222
barren,9090,228,532,1011,5.6,3.5,,0,16.4,0.04,0.68,1.7,0.4,10.5,3.9,57,21,123,26,360,54,675,725,0.43,9,6.3,0.27,24,140,5.61,0.000267
barren,9415,154,354,713,5.7,2.14,,0.07,12.8,0.06,0.5,1.3,0.3,7.7,2.8,41,15,85,17,241,38,463,727,0.44,13,5.9,0.3,26,148,5.89,0.000421
barren,9035,195,485,978,5.1,3.45,,0,16.1,0.03,0.59,1.5,0.3,9.7,3.6,54,21,119,25,346,54,651,717,0.4,9,6.4,0.26,27,160,5.89,0.000266
barren,9270,86,275,549,6.3,1.58,,0.07,9,0.04,0.39,0.8,0.2,5.1,2.1,30,11,68,14,206,33,381,737,0.31,17,6.8,0.31,23,112,5.07,0.000565
barren,9088,163,364,845,7,2.1,,0.01,12.6,0.03,0.61,1.5,0.4,9.5,3.3,49,18,103,21,290,45,554,746,0.45,11,5.9,0.31,21,118,5.54,0.000367
barren,9514,364,656,1164,5.6,3.76,,0,21.6,0.05,0.93,2.4,0.5,13.6,4.8,70,26,142,28,385,59,754,726,0.55,8,5.5,0.25,23,138,5.56,0.000215
barren,9501,204,469,1039,5.3,3.68,,0,16.4,0.05,0.69,1.7,0.4,10.7,4,60,22,128,27,369,58,699,720,0.44,9,6.1,0.26,24,140,5.45,0.00025
barren,8714,579,937,1978,26.6,9.39,,0.9,36.3,0.24,2.24,3.7,0.8,22.8,8.2,119,44,246,49,661,100,1296,889,0.62,4,5.6,0.25,16,62,6.44,0.000126
barren,8574,167,341,869,5.6,2.18,,0,12,0.03,0.69,1.7,0.4,9.7,3.5,51,19,105,22,299,46,569,725,0.49,10,5.9,0.32,17,97,4.24,0.000368
barren,7901,138,280,775,11.9,1.78,,0.05,9.9,0.06,0.81,1.8,0.4,9.7,3.4,46,16,93,19,259,40,500,798,0.49,10,5.6,0.3,12,62,4.44,0.000387
barren,8530,458,1013,1800,4.5,6.45,,0.01,26.1,0.1,1.76,3.6,0.6,21.4,7.4,108,40,223,46,601,89,1167,705,0.45,5,5.6,0.2,15,70,2.46,0.000111
barren,9155,132,299,664,7.7,2.12,,0.01,12.1,0.02,0.4,1.2,0.3,7.1,2.7,38,14,80,17,231,35,439,755,0.44,14,6,0.26,30,213,7.98,0.000392
barren,9068,183,414,736,4.8,2.24,,0.02,14,0.04,0.61,1.2,0.3,8,2.9,42,16,90,19,254,39,487,711,0.44,12,6,0.29,23,105,4.14,0.000394
