label,Hf,Th,U,Y,Ti,Nb,Ta,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,REE,T (¡æ),Th/U,Hf/Y,Yb/Dy,EuN/EuN*,Ce/Nd,CeN/CeN*,¡÷FMQ,(EuN/EuN*)/Y
B,24155 ,318 ,256 ,,36.0 ,,,0.03 ,129.4 ,0.22 ,3.8 ,7.2 ,1.7 ,37 ,13 ,149 ,58 ,265 ,61 ,563 ,123 ,1412 ,947 ,1.24 ,,3.78 ,0.31 ,33.76 ,147.3 ,10.84 ,
B,26306 ,845 ,586 ,,25.4 ,,,0.02 ,282.7 ,1.17 ,28.2 ,17.0 ,3.4 ,63 ,21 ,248 ,90 ,402 ,92 ,834 ,174 ,2258 ,902 ,1.44 ,,3.36 ,0.32 ,10.04 ,14.1 ,1.15 ,
B,21950 ,3765 ,1204 ,,39.4 ,,,0.05 ,475.8 ,1.24 ,20.5 ,31.9 ,6.3 ,130 ,38 ,387 ,140 ,576 ,123 ,1085 ,221 ,3235 ,960 ,3.13 ,,2.80 ,0.30 ,23.23 ,84.2 ,8.97 ,
B,22345 ,2037 ,1186 ,,38.1 ,,,0.52 ,390.3 ,1.10 ,28.9 ,47.5 ,11.5 ,192 ,55 ,576 ,206 ,867 ,185 ,1632 ,334 ,4526 ,955 ,1.72 ,,2.83 ,0.37 ,13.52 ,51.8 ,7.05 ,
B,28029 ,1596 ,884 ,,21.1 ,,,0.02 ,286.8 ,0.42 ,9.2 ,14.9 ,3.3 ,76 ,26 ,295 ,109 ,470 ,105 ,938 ,190 ,2523 ,879 ,1.80 ,,3.18 ,0.30 ,31.12 ,117.5 ,8.65 ,
B,24287 ,1767 ,1181 ,,23.8 ,,,0.31 ,367.4 ,1.35 ,18.3 ,27.5 ,5.8 ,126 ,40 ,447 ,171 ,760 ,173 ,1549 ,323 ,4009 ,894 ,1.50 ,,3.47 ,0.30 ,20.12 ,70.5 ,7.04 ,
B,21613 ,2072 ,1006 ,,42.5 ,,,0.10 ,334.7 ,1.75 ,20.2 ,31.3 ,8.5 ,132 ,38 ,409 ,150 ,633 ,135 ,1205 ,250 ,3349 ,970 ,2.06 ,,2.94 ,0.40 ,16.59 ,59.9 ,7.87 ,
B,25359 ,2202 ,1032 ,,24.7 ,,,0.28 ,396.8 ,1.09 ,15.3 ,25.5 ,5.1 ,110 ,38 ,424 ,160 ,691 ,155 ,1389 ,286 ,3697 ,899 ,2.13 ,,3.27 ,0.29 ,25.95 ,100.8 ,8.47 ,
B,30219 ,939 ,881 ,,21.7 ,,,0.04 ,311.7 ,1.65 ,16.2 ,21.9 ,3.3 ,68 ,22 ,259 ,101 ,459 ,107 ,963 ,200 ,2533 ,883 ,1.07 ,,3.72 ,0.26 ,19.24 ,60.5 ,6.23 ,
B,28402 ,730 ,591 ,,21.6 ,,,0.04 ,294.7 ,1.17 ,13.1 ,21.0 ,2.3 ,63 ,21 ,235 ,90 ,409 ,91 ,830 ,173 ,2244 ,882 ,1.24 ,,3.53 ,0.20 ,22.53 ,84.3 ,7.46 ,
B,28890 ,801 ,556 ,,22.2 ,,,0.05 ,179.1 ,0.74 ,13.0 ,25.7 ,6.0 ,102 ,30 ,337 ,119 ,528 ,110 ,1096 ,198 ,2743 ,886 ,1.44 ,,3.26 ,0.36 ,13.78 ,63.4 ,6.46 ,
B,30968 ,1005 ,966 ,,22.6 ,,,0.03 ,184.6 ,1.17 ,9.9 ,13.7 ,3.0 ,64 ,24 ,285 ,111 ,530 ,118 ,1208 ,229 ,2781 ,888 ,1.04 ,,4.24 ,0.31 ,18.74 ,60.6 ,6.34 ,
B,23716 ,1240 ,1027 ,,33.7 ,,,0.09 ,279.9 ,0.19 ,10.6 ,23.1 ,7.1 ,98 ,32 ,376 ,141 ,647 ,138 ,1423 ,273 ,3449 ,938 ,1.21 ,,3.79 ,0.46 ,26.41 ,133.9 ,10.31 ,
B,25758 ,1614 ,940 ,,16.5 ,,,0.21 ,280.1 ,0.65 ,12.6 ,21.3 ,5.5 ,85 ,25 ,283 ,106 ,480 ,100 ,1025 ,191 ,2615 ,851 ,1.72 ,,3.62 ,0.39 ,22.27 ,87.7 ,6.94 ,
B,26908 ,1565 ,726 ,,32.5 ,,,0.29 ,308.8 ,0.82 ,10.8 ,46.4 ,9.5 ,176 ,52 ,581 ,203 ,881 ,180 ,1766 ,329 ,4546 ,934 ,2.16 ,,3.04 ,0.32 ,28.59 ,286.1 ,13.08 ,
B,29547 ,1301 ,1302 ,,14.6 ,,,0.17 ,217.4 ,0.58 ,6.1 ,14.4 ,2.5 ,72 ,26 ,341 ,138 ,647 ,145 ,1494 ,276 ,3380 ,837 ,1.00 ,,4.38 ,0.23 ,35.40 ,193.7 ,9.61 ,
B,28020 ,845 ,635 ,,14.2 ,,,0.04 ,218.5 ,0.15 ,10.4 ,13.3 ,2.5 ,60 ,19 ,233 ,84 ,390 ,84 ,854 ,162 ,2130 ,834 ,1.33 ,,3.67 ,0.27 ,21.03 ,62.7 ,5.31 ,
B,26132 ,530 ,429 ,,27.0 ,,,0.02 ,184.3 ,0.48 ,8.0 ,13.1 ,3.4 ,58 ,20 ,234 ,88 ,417 ,94 ,998 ,196 ,2314 ,910 ,1.24 ,,4.27 ,0.37 ,23.03 ,87.9 ,8.18 ,
B,28213 ,1303 ,753 ,,20.3 ,,,0.25 ,246.1 ,0.58 ,10.1 ,17.3 ,3.5 ,69 ,23 ,257 ,95 ,418 ,92 ,930 ,172 ,2332 ,875 ,1.73 ,,3.62 ,0.31 ,24.46 ,98.0 ,7.87 ,
B,28307 ,1445 ,1117 ,,28.2 ,,,0.69 ,230.1 ,0.91 ,9.5 ,14.7 ,2.7 ,68 ,24 ,266 ,98 ,444 ,96 ,983 ,188 ,2426 ,915 ,1.29 ,,3.69 ,0.26 ,24.11 ,86.6 ,8.23 ,
B,29404 ,824 ,562 ,,22.8 ,,,0.07 ,183.9 ,0.76 ,13.4 ,26.2 ,6.2 ,105 ,31 ,346 ,123 ,537 ,112 ,1121 ,204 ,2809 ,889 ,1.47 ,,3.24 ,0.36 ,13.68 ,62.2 ,6.46 ,
B,23864 ,1218 ,1018 ,,35.8 ,,,0.09 ,277.5 ,0.28 ,19.8 ,22.0 ,6.9 ,95 ,32 ,370 ,139 ,638 ,136 ,1410 ,271 ,3417 ,946 ,1.20 ,,3.81 ,0.46 ,14.00 ,36.2 ,5.55 ,
B,25353 ,1644 ,944 ,,14.6 ,,,0.24 ,279.3 ,0.65 ,13.5 ,25.1 ,5.7 ,93 ,25 ,283 ,106 ,480 ,100 ,1019 ,188 ,2617 ,837 ,1.74 ,,3.60 ,0.36 ,20.77 ,90.2 ,6.74 ,
B,26848 ,585 ,397 ,,26.9 ,,,0.02 ,169.4 ,0.35 ,7.1 ,9.9 ,2.7 ,46 ,14 ,161 ,61 ,289 ,63 ,650 ,127 ,1600 ,909 ,1.47 ,,4.04 ,0.39 ,23.86 ,77.7 ,7.71 ,
B,25664 ,2468 ,1115 ,,13.1 ,,,0.07 ,406.0 ,0.40 ,15.7 ,33.4 ,4.5 ,108 ,36 ,382 ,136 ,608 ,123 ,1219 ,221 ,3292 ,825 ,2.21 ,,3.19 ,0.23 ,25.86 ,128.1 ,7.79 ,
B,29175 ,562 ,524 ,,18.5 ,,,0.04 ,165.6 ,0.32 ,4.6 ,9.7 ,1.7 ,51 ,16 ,201 ,76 ,365 ,80 ,838 ,164 ,1972 ,864 ,1.07 ,,4.17 ,0.23 ,36.19 ,178.2 ,9.90 ,
B,28918 ,1202 ,805 ,,20.9 ,,,0.21 ,200.8 ,0.12 ,17.2 ,29.8 ,5.8 ,131 ,36 ,424 ,151 ,655 ,138 ,1316 ,239 ,3344 ,878 ,1.49 ,,3.11 ,0.28 ,11.71 ,47.4 ,5.22 ,
B,31911 ,1312 ,1429 ,,14.5 ,,,0.05 ,212.9 ,0.22 ,12.7 ,15.9 ,2.3 ,71 ,27 ,337 ,137 ,661 ,146 ,1503 ,281 ,3408 ,836 ,0.92 ,,4.46 ,0.21 ,16.79 ,49.1 ,4.44 ,
B,26848 ,585 ,397 ,,26.9 ,,,0.02 ,169.4 ,0.35 ,7.1 ,9.9 ,2.7 ,46 ,14 ,161 ,61 ,289 ,63 ,650 ,127 ,1600 ,909 ,1.47 ,,4.04 ,0.39 ,23.86 ,77.7 ,7.71 ,
B,30286 ,736 ,656 ,,27.1 ,,,0.19 ,176.4 ,0.28 ,5.5 ,7.9 ,2.1 ,54 ,19 ,232 ,83 ,424 ,94 ,947 ,180 ,2225 ,910 ,1.12 ,,4.08 ,0.30 ,32.21 ,108.5 ,8.98 ,
B,30711 ,1081 ,917 ,,14.8 ,,,0.02 ,198.0 ,0.33 ,4.7 ,12.0 ,2.2 ,57 ,21 ,245 ,92 ,430 ,94 ,956 ,174 ,2286 ,838 ,1.18 ,,3.91 ,0.25 ,41.98 ,248.7 ,10.58 ,
B,29687 ,977 ,749 ,,16.5 ,,,0.03 ,217.1 ,0.21 ,5.5 ,13.3 ,2.9 ,65 ,21 ,252 ,94 ,442 ,96 ,962 ,186 ,2357 ,850 ,1.31 ,,3.82 ,0.30 ,39.72 ,225.4 ,10.49 ,
B,27023 ,1610 ,732 ,,33.6 ,,,0.27 ,314.5 ,0.23 ,11.8 ,46.3 ,9.8 ,189 ,55 ,598 ,210 ,902 ,184 ,1785 ,337 ,4643 ,938 ,2.20 ,,2.98 ,0.32 ,26.74 ,245.1 ,12.58 ,
B,31377 ,1314 ,1364 ,,13.0 ,,,0.05 ,218.9 ,0.20 ,12.0 ,15.9 ,2.6 ,73 ,27 ,342 ,139 ,663 ,147 ,1511 ,283 ,3435 ,824 ,0.96 ,,4.42 ,0.23 ,18.20 ,56.1 ,4.66 ,
B,28557 ,825 ,632 ,,12.0 ,,,0.04 ,214.3 ,0.14 ,9.8 ,12.8 ,2.3 ,58 ,18 ,233 ,84 ,390 ,84 ,850 ,160 ,2116 ,815 ,1.30 ,,3.66 ,0.26 ,21.85 ,66.2 ,5.08 ,
B,24634 ,497 ,401 ,,39.1 ,,,0.00 ,176.8 ,0.57 ,11.2 ,12.3 ,3.8 ,62 ,18 ,227 ,88 ,402 ,91 ,966 ,185 ,2243 ,959 ,1.24 ,,4.26 ,0.42 ,15.81 ,40.6 ,6.21 ,
B,31344 ,939 ,696 ,,16.7 ,,,0.05 ,219.1 ,0.31 ,7.0 ,12.1 ,2.5 ,55 ,20 ,231 ,90 ,407 ,89 ,895 ,167 ,2196 ,852 ,1.35 ,,3.87 ,0.30 ,31.33 ,126.1 ,8.34 ,
A,9109 ,,,899 ,5.0 ,2.1 ,0.4 ,0.78 ,39.2 ,0.23 ,2.1 ,3.8 ,1.7 ,19 ,6 ,74 ,27 ,128 ,30 ,316 ,63 ,710 ,714 ,,10.14 ,4.29 ,0.62 ,18.91 ,79.8 ,,0.000693 
A,9518 ,,,637 ,2.1 ,2.3 ,0.4 ,0.32 ,28.6 ,0.15 ,1.0 ,1.4 ,0.6 ,7 ,3 ,37 ,17 ,96 ,26 ,328 ,78 ,624 ,644 ,,14.94 ,8.98 ,0.63 ,29.53 ,96.4 ,,0.000997 
A,9805 ,,,589 ,1.9 ,2.3 ,0.4 ,0.05 ,35.1 ,0.03 ,0.9 ,1.8 ,0.7 ,10 ,3 ,41 ,17 ,86 ,22 ,259 ,58 ,535 ,634 ,,16.65 ,6.38 ,0.51 ,40.29 ,192.0 ,,0.000858 
A,9585 ,,,584 ,2.0 ,2.0 ,0.3 ,0.21 ,29.1 ,0.16 ,1.5 ,1.3 ,0.6 ,6 ,2 ,32 ,15 ,87 ,25 ,317 ,74 ,591 ,640 ,,16.41 ,10.00 ,0.65 ,20.06 ,42.8 ,,0.001120 
A,10064 ,,,569 ,1.4 ,3.0 ,0.6 ,0.15 ,21.5 ,0.07 ,0.7 ,1.0 ,0.5 ,6 ,2 ,31 ,15 ,86 ,24 ,298 ,69 ,555 ,615 ,,17.70 ,9.48 ,0.60 ,33.06 ,112.5 ,,0.001048 
A,9017 ,,,553 ,2.4 ,0.9 ,0.2 ,0.41 ,22.3 ,0.22 ,2.8 ,4.2 ,1.7 ,14 ,5 ,47 ,17 ,76 ,18 ,189 ,38 ,435 ,653 ,,16.31 ,3.99 ,0.65 ,8.09 ,28.8 ,,0.001177 
A,9558 ,,,583 ,1.8 ,3.5 ,0.6 ,0.03 ,31.6 ,0.04 ,0.7 ,1.4 ,0.5 ,9 ,3 ,40 ,17 ,86 ,21 ,247 ,54 ,511 ,631 ,,16.38 ,6.17 ,0.44 ,45.17 ,211.9 ,,0.000762 
A,10660 ,,,655 ,1.8 ,2.5 ,0.4 ,0.19 ,37.6 ,0.09 ,0.9 ,1.9 ,0.7 ,10 ,3 ,44 ,19 ,95 ,25 ,306 ,71 ,613 ,633 ,,16.28 ,6.97 ,0.51 ,41.73 ,202.0 ,,0.000782 
A,9004 ,,,836 ,2.9 ,3.5 ,0.6 ,0.19 ,50.0 ,0.15 ,1.5 ,2.9 ,1.0 ,14 ,5 ,60 ,24 ,115 ,29 ,337 ,72 ,712 ,669 ,,10.77 ,5.66 ,0.49 ,32.65 ,143.7 ,,0.000588 
A,12658 ,,,1408 ,2.1 ,14.8 ,8.0 ,1.33 ,25.9 ,1.03 ,6.5 ,6.8 ,1.5 ,25 ,9 ,113 ,45 ,209 ,51 ,557 ,110 ,1162 ,642 ,,8.99 ,4.91 ,0.36 ,3.99 ,9.7 ,,0.000252 
A,10798 ,,,534 ,3.2 ,2.7 ,0.6 ,0.47 ,37.9 ,0.19 ,1.6 ,2.7 ,0.8 ,12 ,4 ,42 ,16 ,77 ,19 ,227 ,51 ,493 ,677 ,,20.21 ,5.40 ,0.44 ,23.27 ,90.4 ,,0.000826 
A,9393 ,,,527 ,1.9 ,2.8 ,0.6 ,0.10 ,29.3 ,0.06 ,0.7 ,1.6 ,0.6 ,7 ,3 ,34 ,15 ,79 ,20 ,238 ,52 ,481 ,634 ,,17.81 ,6.93 ,0.53 ,41.91 ,221.7 ,,0.001005 
A,8399 ,,,1242 ,15.6 ,6.6 ,2.4 ,8.32 ,48.4 ,2.95 ,16.9 ,8.3 ,1.3 ,28 ,9 ,109 ,41 ,181 ,39 ,385 ,69 ,947 ,827 ,,6.76 ,3.53 ,0.25 ,2.86 ,3.3 ,,0.000203 
A,11090 ,,,1531 ,3.2 ,15.2 ,2.8 ,4.15 ,68.3 ,2.40 ,12.7 ,10.3 ,3.5 ,31 ,11 ,134 ,48 ,218 ,50 ,508 ,90 ,1192 ,678 ,,7.24 ,3.78 ,0.60 ,5.37 ,10.1 ,,0.000390 
A,9088 ,,,893 ,2.6 ,4.2 ,0.6 ,1.84 ,57.6 ,0.37 ,2.4 ,3.3 ,1.3 ,16 ,6 ,67 ,26 ,124 ,29 ,315 ,64 ,714 ,662 ,,10.18 ,4.73 ,0.53 ,23.82 ,76.1 ,,0.000596 
A,8740 ,,,1655 ,5.8 ,4.5 ,0.7 ,25.40 ,403.2 ,17.79 ,106.8 ,53.2 ,17.9 ,84 ,20 ,162 ,49 ,202 ,46 ,495 ,97 ,1779 ,728 ,,5.28 ,3.06 ,0.82 ,3.77 ,4.4 ,,0.000495 
A,10927 ,,,455 ,1.8 ,8.3 ,3.5 ,0.52 ,24.3 ,0.28 ,1.7 ,1.6 ,0.7 ,6 ,2 ,31 ,13 ,70 ,18 ,217 ,46 ,434 ,634 ,,24.00 ,7.03 ,0.66 ,14.06 ,30.7 ,,0.001460 
A,9183 ,,,528 ,2.5 ,2.2 ,0.5 ,0.83 ,42.5 ,0.18 ,1.5 ,2.3 ,1.0 ,11 ,4 ,40 ,16 ,76 ,19 ,213 ,45 ,472 ,657 ,,17.38 ,5.28 ,0.59 ,28.73 ,102.2 ,,0.001112 
A,9304 ,,,112 ,3.8 ,0.7 ,0.4 ,0.04 ,48.2 ,0.06 ,1.4 ,2.8 ,1.1 ,16 ,5 ,60 ,22 ,103 ,25 ,287 ,62 ,633 ,691 ,,83.16 ,4.82 ,0.50 ,34.93 ,165.7 ,,0.004476 
A,8944 ,,,501 ,1.7 ,2.5 ,0.5 ,0.06 ,34.9 ,0.04 ,0.6 ,1.3 ,0.6 ,7 ,2 ,30 ,13 ,72 ,20 ,240 ,55 ,478 ,627 ,,17.86 ,7.90 ,0.61 ,56.32 ,277.2 ,,0.001219 
A,7175 ,,,773 ,9.8 ,1.3 ,0.3 ,0.03 ,20.7 ,0.10 ,1.9 ,4.1 ,1.9 ,19 ,6 ,69 ,25 ,109 ,23 ,230 ,42 ,553 ,778 ,,9.28 ,3.31 ,0.66 ,10.66 ,52.5 ,,0.000856 
A,8339 ,,,1029 ,3.4 ,2.6 ,0.5 ,1.58 ,73.5 ,0.34 ,3.3 ,6.5 ,2.4 ,31 ,9 ,99 ,32 ,128 ,26 ,252 ,46 ,710 ,682 ,,8.11 ,2.54 ,0.51 ,22.39 ,102.9 ,,0.000497 
A,9651 ,,,605 ,3.5 ,1.7 ,0.3 ,0.05 ,27.3 ,0.05 ,0.8 ,1.3 ,0.8 ,9 ,3 ,37 ,16 ,87 ,23 ,294 ,67 ,567 ,684 ,,15.96 ,7.85 ,0.69 ,34.54 ,133.4 ,,0.001148 
A,10118 ,,,456 ,1.6 ,4.1 ,1.1 ,0.01 ,15.3 ,0.02 ,0.2 ,0.7 ,0.3 ,5 ,2 ,29 ,13 ,70 ,18 ,217 ,45 ,415 ,626 ,,22.19 ,7.47 ,0.59 ,66.30 ,443.1 ,,0.001295 
A,9372 ,,,423 ,2.0 ,1.6 ,0.4 ,0.03 ,23.5 ,0.02 ,0.3 ,0.8 ,0.4 ,5 ,2 ,24 ,11 ,63 ,17 ,221 ,51 ,418 ,641 ,,22.17 ,9.37 ,0.61 ,86.85 ,629.3 ,,0.001440 
A,9894 ,,,859 ,2.3 ,8.9 ,1.0 ,1.21 ,50.1 ,0.52 ,2.9 ,3.2 ,1.1 ,15 ,6 ,65 ,25 ,117 ,28 ,305 ,60 ,679 ,651 ,,11.51 ,4.73 ,0.47 ,17.28 ,44.7 ,,0.000552 
A,7667 ,,,498 ,54.1 ,3.0 ,0.5 ,0.79 ,30.0 ,0.36 ,2.2 ,2.1 ,0.8 ,8 ,3 ,32 ,13 ,71 ,19 ,221 ,46 ,449 ,982 ,,15.38 ,6.88 ,0.61 ,13.78 ,30.9 ,,0.001219 
A,9623 ,,,851 ,3.3 ,6.5 ,1.9 ,15.72 ,61.5 ,3.79 ,16.9 ,5.1 ,1.5 ,16 ,5 ,65 ,26 ,123 ,30 ,336 ,68 ,774 ,679 ,,11.30 ,5.21 ,0.52 ,3.63 ,2.5 ,,0.000608 
A,7989 ,,,1513 ,5.8 ,1.6 ,0.4 ,0.16 ,44.4 ,0.44 ,6.1 ,10.5 ,4.6 ,42 ,13 ,137 ,48 ,205 ,44 ,443 ,78 ,1076 ,729 ,,5.28 ,3.22 ,0.67 ,7.33 ,29.7 ,,0.000444 
A,9192 ,,,560 ,82.1 ,1.9 ,0.3 ,1.24 ,25.0 ,0.29 ,1.9 ,1.7 ,0.7 ,8 ,3 ,36 ,16 ,81 ,21 ,261 ,56 ,514 ,1045 ,,16.42 ,7.25 ,0.54 ,13.50 ,28.7 ,,0.000973 
A,8516 ,,,889 ,2.8 ,3.6 ,0.7 ,0.23 ,44.6 ,0.22 ,1.3 ,2.3 ,0.9 ,12 ,4 ,56 ,24 ,129 ,33 ,383 ,83 ,773 ,667 ,,9.58 ,6.79 ,0.55 ,34.85 ,148.4 ,,0.000616 
A,10433 ,,,1260 ,8.0 ,6.2 ,1.1 ,5.14 ,79.3 ,3.78 ,19.9 ,10.2 ,2.9 ,22 ,8 ,85 ,34 ,174 ,45 ,534 ,116 ,1139 ,758 ,,8.28 ,6.30 ,0.60 ,3.98 ,4.7 ,,0.000478 
A,8328 ,,,1090 ,5.0 ,4.6 ,0.9 ,9.60 ,75.3 ,3.30 ,15.0 ,6.9 ,2.0 ,21 ,7 ,81 ,32 ,153 ,35 ,373 ,72 ,888 ,716 ,,7.64 ,4.58 ,0.51 ,5.03 ,5.4 ,,0.000469 
A,10683 ,,,1056 ,1.9 ,7.8 ,2.0 ,0.02 ,43.2 ,0.02 ,0.6 ,1.9 ,0.7 ,14 ,6 ,72 ,29 ,148 ,37 ,408 ,85 ,845 ,635 ,,10.11 ,5.69 ,0.39 ,74.50 ,565.4 ,,0.000374 
A,8760 ,,,629 ,2.8 ,2.7 ,0.8 ,0.01 ,47.8 ,0.06 ,1.1 ,2.5 ,0.9 ,12 ,4 ,52 ,19 ,90 ,20 ,209 ,40 ,501 ,665 ,,13.94 ,4.00 ,0.50 ,43.14 ,227.4 ,,0.000792 
A,8177 ,,,885 ,3.2 ,3.6 ,0.9 ,0.63 ,55.6 ,0.56 ,3.6 ,3.3 ,1.3 ,16 ,5 ,66 ,26 ,127 ,30 ,321 ,64 ,719 ,676 ,,9.24 ,4.86 ,0.56 ,15.45 ,33.4 ,,0.000627 
A,9681 ,,,649 ,2.2 ,3.1 ,0.8 ,0.34 ,30.7 ,0.14 ,0.9 ,1.5 ,0.6 ,8 ,3 ,41 ,18 ,94 ,25 ,283 ,61 ,567 ,646 ,,14.92 ,6.91 ,0.56 ,34.08 ,129.6 ,,0.000863 
A,9564 ,,,1188 ,2.7 ,6.0 ,1.1 ,0.18 ,50.6 ,0.17 ,1.6 ,2.8 ,0.9 ,15 ,6 ,75 ,32 ,168 ,43 ,487 ,105 ,987 ,664 ,,8.05 ,6.53 ,0.42 ,31.85 ,129.7 ,,0.000349 
A,9779 ,,,998 ,2.8 ,6.7 ,1.4 ,0.87 ,46.6 ,0.92 ,5.2 ,3.8 ,1.3 ,12 ,5 ,59 ,26 ,142 ,37 ,435 ,94 ,869 ,666 ,,9.80 ,7.34 ,0.57 ,8.91 ,14.9 ,,0.000567 
A,9382 ,,,922 ,5.8 ,4.9 ,1.2 ,7.28 ,90.2 ,4.19 ,21.5 ,8.5 ,2.4 ,17 ,5 ,60 ,25 ,130 ,33 ,376 ,81 ,862 ,728 ,,10.17 ,6.21 ,0.61 ,4.20 ,3.8 ,,0.000657 
A,8791 ,,,1794 ,5.9 ,12.6 ,1.9 ,2.01 ,48.5 ,0.71 ,4.9 ,6.6 ,2.2 ,38 ,14 ,162 ,59 ,256 ,53 ,509 ,91 ,1248 ,730 ,,4.90 ,3.15 ,0.43 ,9.87 ,30.9 ,,0.000241 
A,8286 ,,,530 ,6.2 ,1.7 ,0.6 ,0.01 ,18.3 ,0.05 ,0.9 ,2.2 ,0.6 ,10 ,4 ,45 ,17 ,80 ,18 ,185 ,36 ,416 ,734 ,,15.64 ,4.14 ,0.41 ,20.40 ,114.4 ,,0.000775 
A,9321 ,,,880 ,5.2 ,4.6 ,0.8 ,1.67 ,36.7 ,0.91 ,4.7 ,2.8 ,1.0 ,11 ,4 ,55 ,24 ,127 ,32 ,370 ,82 ,753 ,719 ,,10.59 ,6.74 ,0.56 ,7.84 ,11.1 ,,0.000632 
A,9442 ,,,998 ,127.2 ,9.3 ,1.4 ,4.15 ,68.9 ,3.86 ,17.1 ,8.5 ,2.3 ,18 ,6 ,74 ,29 ,138 ,33 ,364 ,76 ,843 ,1118 ,,9.46 ,4.92 ,0.55 ,4.04 ,4.7 ,,0.000556 
A,9836 ,,,1163 ,5.0 ,9.0 ,2.7 ,57.52 ,218.9 ,41.54 ,192.2 ,65.4 ,18.8 ,62 ,14 ,116 ,34 ,150 ,35 ,395 ,74 ,1474 ,715 ,,8.46 ,3.41 ,0.91 ,1.14 ,0.9 ,,0.000779 
A,8594 ,,,756 ,3.6 ,3.0 ,0.8 ,0.18 ,47.5 ,0.22 ,1.5 ,2.7 ,1.1 ,13 ,5 ,56 ,23 ,109 ,26 ,277 ,55 ,617 ,688 ,,11.37 ,4.96 ,0.55 ,31.69 ,132.8 ,,0.000734 
A,9316 ,,,792 ,3.1 ,4.5 ,0.8 ,2.85 ,60.8 ,1.39 ,7.6 ,4.7 ,1.5 ,16 ,5 ,59 ,23 ,111 ,26 ,295 ,63 ,678 ,674 ,,11.76 ,5.01 ,0.53 ,7.97 ,11.5 ,,0.000674 
A,8883 ,,,810 ,2.2 ,3.1 ,0.6 ,0.06 ,41.5 ,0.06 ,0.9 ,1.8 ,0.8 ,11 ,4 ,54 ,23 ,115 ,29 ,327 ,73 ,681 ,648 ,,10.96 ,6.11 ,0.56 ,48.39 ,236.7 ,,0.000692 
A,9792 ,,,451 ,1.5 ,2.1 ,0.6 ,0.02 ,25.2 ,0.02 ,0.4 ,0.8 ,0.4 ,5 ,2 ,27 ,12 ,66 ,17 ,207 ,46 ,410 ,621 ,,21.73 ,7.76 ,0.53 ,64.34 ,301.6 ,,0.001174 
A,9208 ,,,563 ,2.6 ,3.2 ,1.7 ,0.01 ,9.6 ,0.04 ,0.5 ,1.4 ,0.3 ,8 ,3 ,44 ,18 ,86 ,20 ,215 ,43 ,449 ,660 ,,16.37 ,4.85 ,0.25 ,18.46 ,112.7 ,,0.000448 
A,9856 ,,,670 ,2.1 ,3.5 ,0.8 ,0.42 ,43.6 ,0.41 ,2.6 ,2.5 ,0.9 ,10 ,4 ,45 ,19 ,97 ,24 ,275 ,61 ,586 ,642 ,,14.71 ,6.09 ,0.54 ,16.70 ,37.0 ,,0.000809 
A,9408 ,,,1336 ,6.1 ,11.7 ,2.3 ,20.05 ,144.0 ,15.49 ,77.1 ,30.5 ,8.9 ,45 ,12 ,118 ,40 ,180 ,40 ,428 ,81 ,1240 ,733 ,,7.04 ,3.61 ,0.74 ,1.87 ,1.7 ,,0.000555 
A,10527 ,,,1545 ,2.8 ,9.6 ,1.8 ,3.34 ,78.3 ,1.52 ,8.2 ,6.0 ,1.7 ,25 ,9 ,110 ,46 ,217 ,52 ,575 ,117 ,1250 ,666 ,,6.82 ,5.21 ,0.43 ,9.59 ,16.5 ,,0.000282 
A,9540 ,,,1166 ,3.0 ,7.1 ,1.2 ,0.68 ,64.8 ,0.43 ,3.0 ,3.5 ,1.3 ,19 ,7 ,83 ,33 ,164 ,39 ,431 ,90 ,941 ,672 ,,8.18 ,5.19 ,0.50 ,21.90 ,60.8 ,,0.000426 
A,9255 ,,,914 ,2.2 ,5.5 ,1.3 ,0.02 ,66.5 ,0.07 ,1.2 ,2.4 ,1.1 ,13 ,5 ,58 ,24 ,125 ,30 ,349 ,75 ,751 ,649 ,,10.13 ,5.98 ,0.59 ,54.97 ,257.1 ,,0.000642 
A,9732 ,,,1457 ,3.4 ,8.9 ,1.7 ,1.40 ,69.1 ,0.41 ,2.7 ,3.9 ,1.4 ,22 ,8 ,104 ,43 ,207 ,49 ,519 ,107 ,1137 ,683 ,,6.68 ,4.98 ,0.47 ,25.21 ,83.6 ,,0.000321 
A,8989 ,,,1215 ,3.3 ,7.0 ,1.2 ,0.82 ,74.0 ,0.67 ,4.3 ,5.0 ,1.6 ,21 ,7 ,89 ,35 ,169 ,40 ,425 ,87 ,959 ,680 ,,7.40 ,4.78 ,0.48 ,17.22 ,46.3 ,,0.000398 
A,9340 ,,,1047 ,11.9 ,5.5 ,1.1 ,9.30 ,105.4 ,6.93 ,33.9 ,15.2 ,4.0 ,26 ,8 ,80 ,29 ,143 ,34 ,378 ,80 ,951 ,798 ,,8.92 ,4.72 ,0.61 ,3.11 ,3.2 ,,0.000581 
A,8665 ,,,935 ,3.1 ,3.4 ,0.6 ,0.37 ,63.1 ,0.23 ,3.1 ,5.9 ,2.0 ,25 ,8 ,85 ,30 ,129 ,28 ,278 ,53 ,710 ,674 ,,9.27 ,3.28 ,0.52 ,20.14 ,88.3 ,,0.000552 
